time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 2738, 7.064646, 0, 1423, 1, 2, 4
5, 2779, 6.689097, 1, 899, 2, 4, 7
10, 2108, 8.949241, 1, 519, 3, 5, 7
15, 1743, 10.654045, 1, 1660, 2, 4, 7
20, 1828, 10.006565, 1, 861, 2, 4, 7
25, 1769, 8.837196, 1, 1837, 2, 3, 5
30, 1715, 13.856560, 1, 2776, 2, 4, 6
35, 1907, 8.395385, 1, 1038, 2, 4, 7
40, 2007, 10.942701, 1, 1207, 2, 4, 7
45, 2484, 7.499597, 1, 635, 2, 4, 7
50, 1234, 13.643436, 1, 2666, 2, 4, 6
55, 2080, 10.300481, 1, 1919, 2, 3, 5
60, 13, 2.769231, 1, 5, 2, 3, 4
