time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 2253, 7.933866, 1, 1007, 2, 4, 7
5, 2601, 7.705498, 1, 1007, 2, 4, 7
10, 2972, 5.848923, 1, 1003, 2, 4, 7
15, 2922, 6.298426, 1, 1004, 1, 3, 7
20, 2425, 8.182268, 1, 1011, 1, 3, 7
25, 2453, 7.425194, 1, 1008, 1, 4, 7
30, 2254, 8.486690, 1, 1013, 2, 4, 8
35, 2630, 7.087833, 1, 996, 2, 4, 8
40, 1635, 11.779205, 1, 1018, 2, 5, 10
45, 1846, 9.842362, 1, 1008, 2, 5, 10
50, 2727, 6.886689, 1, 1003, 2, 4, 8
55, 2339, 7.290295, 1, 1016, 1, 4, 7
