time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3263, 5.769537, 1, 997, 2, 4, 8
5, 3520, 5.164205, 1, 77, 2, 3, 7
10, 3753, 4.804690, 1, 44, 2, 3, 7
15, 3185, 5.751020, 1, 1009, 2, 4, 8
20, 3508, 5.182725, 1, 52, 2, 3, 8
25, 3619, 5.001934, 1, 49, 2, 3, 7
30, 3726, 4.832260, 1, 31, 2, 3, 7
35, 3356, 5.432062, 1, 36, 2, 3, 8
40, 3413, 5.318488, 1, 998, 1, 3, 7
45, 2678, 6.942494, 1, 1004, 2, 4, 8
50, 2544, 7.358097, 1, 1008, 2, 5, 10
55, 2878, 6.422516, 1, 947, 2, 4, 8
60, 2, 4.500000, 1, 8, 1, 4, 8
