time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3613, 4.640465, 1, 999, 2, 3, 4
5, 3776, 5.003708, 0, 999, 2, 3, 4
10, 2504, 7.726438, 1, 998, 2, 3, 4
15, 4384, 4.017792, 1, 1001, 2, 3, 4
20, 3082, 6.040883, 1, 1529, 2, 3, 4
25, 2005, 9.449377, 1, 1379, 2, 4, 6
30, 2015, 9.158809, 1, 973, 3, 5, 7
35, 2298, 8.375979, 1, 1000, 3, 4, 6
40, 2938, 6.048332, 1, 920, 2, 3, 5
45, 2756, 6.041364, 1, 960, 2, 3, 5
50, 2749, 7.483812, 0, 1888, 2, 3, 4
55, 4266, 4.355602, 1, 1009, 2, 3, 4
60, 1, 39.000000, 39, 39, 39, 39, 39
