time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 5188, 3.351195, 1, 1001, 1, 1, 3
5, 7157, 2.225513, 0, 951, 1, 1, 2
10, 4872, 3.566297, 0, 1362, 1, 1, 2
15, 3878, 4.804023, 1, 1974, 1, 2, 3
20, 4878, 3.448544, 1, 1037, 1, 1, 3
25, 5942, 3.032312, 0, 1011, 1, 1, 2
30, 6290, 2.697774, 0, 1001, 1, 1, 2
35, 6220, 2.559486, 1, 998, 1, 1, 2
40, 2926, 6.531784, 0, 1310, 1, 1, 2
45, 3659, 5.086089, 1, 1001, 1, 2, 4
50, 3562, 5.078888, 1, 1003, 1, 2, 4
55, 4398, 4.021601, 1, 784, 1, 2, 4
60, 16, 6.000000, 2, 15, 3, 4, 8
