time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 944, 20.259534, 2, 1019, 5, 13, 26
5, 950, 21.136842, 2, 1055, 6, 13, 25
10, 1065, 18.261972, 2, 139, 7, 14, 25
15, 843, 23.170819, 3, 257, 8, 16, 29
20, 1045, 18.564593, 2, 132, 6, 13, 26
25, 1213, 15.948887, 2, 133, 5, 12, 23
30, 1119, 17.336014, 2, 959, 5, 12, 23
35, 1298, 14.856703, 2, 121, 5, 11, 21
40, 1242, 15.558776, 2, 172, 5, 11, 22
45, 1439, 13.153579, 1, 322, 4, 9, 18
50, 1812, 10.703642, 1, 469, 3, 7, 14
55, 2040, 9.106373, 1, 898, 3, 6, 11
60, 3, 5.333333, 5, 6, 5, 5, 6
