time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 2793, 6.567848, 1, 183, 2, 4, 9
5, 3444, 5.357143, 1, 985, 2, 3, 8
10, 3084, 5.957198, 1, 1005, 2, 3, 7
15, 3025, 6.094876, 1, 981, 2, 4, 8
20, 2911, 6.298866, 1, 1008, 2, 4, 8
25, 2496, 7.550080, 1, 999, 2, 4, 9
30, 2208, 8.514493, 1, 1001, 2, 5, 10
35, 2761, 6.727635, 1, 1006, 2, 4, 8
40, 2637, 7.065984, 1, 88, 2, 5, 10
45, 2468, 7.559562, 1, 1009, 2, 4, 8
50, 2276, 8.290422, 1, 1004, 2, 5, 10
55, 2157, 8.726936, 1, 981, 2, 5, 11
60, 2, 1.000000, 1, 1, 1, 1, 1
