time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 2075, 9.150843, 1, 985, 2, 6, 12
5, 3019, 6.093740, 1, 999, 2, 4, 8
10, 3009, 6.129279, 1, 996, 2, 4, 8
15, 2919, 6.326139, 1, 1006, 1, 4, 7
20, 3261, 5.396811, 1, 53, 2, 4, 8
25, 3079, 6.205261, 1, 998, 2, 4, 8
30, 3220, 5.698758, 1, 999, 2, 4, 8
35, 3108, 5.805019, 1, 1000, 2, 4, 8
40, 3038, 6.154049, 1, 1004, 2, 4, 8
45, 1843, 10.332610, 1, 117, 3, 7, 14
50, 1967, 9.648195, 1, 1004, 3, 6, 12
55, 2184, 8.641941, 1, 97, 3, 6, 12
