time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 1484, 13.181941, 1, 993, 4, 8, 16
5, 1446, 13.298064, 2, 113, 4, 9, 19
10, 1382, 13.905933, 2, 117, 4, 10, 20
15, 1132, 17.140459, 2, 136, 5, 13, 25
20, 1180, 16.404237, 1, 999, 4, 11, 22
25, 2009, 9.456446, 1, 1030, 3, 6, 12
30, 1487, 12.900471, 1, 129, 4, 9, 17
35, 1233, 15.696675, 2, 968, 4, 11, 21
40, 1366, 14.057101, 2, 130, 4, 10, 21
45, 1772, 10.813205, 1, 1001, 3, 6, 13
50, 2197, 8.576695, 1, 985, 2, 5, 11
55, 1496, 12.819519, 1, 994, 3, 7, 14
60, 1, 8.000000, 8, 8, 8, 8, 8
