time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 1444, 12.987535, 1, 916, 2, 7, 13
5, 2527, 7.409972, 0, 1095, 1, 4, 8
10, 2412, 7.987977, 1, 1021, 2, 4, 8
15, 1458, 13.140604, 0, 1035, 2, 5, 10
20, 1977, 9.666161, 0, 983, 2, 5, 9
25, 2038, 9.296860, 1, 647, 2, 5, 9
30, 1582, 12.138432, 1, 920, 2, 5, 11
35, 1109, 16.762849, 1, 1007, 3, 9, 19
40, 2598, 7.511162, 0, 998, 2, 4, 8
45, 2871, 6.264716, 1, 1004, 1, 4, 7
50, 2612, 7.354135, 0, 1004, 1, 4, 8
55, 1920, 9.902604, 0, 1308, 2, 4, 9
60, 4, 8.750000, 7, 10, 8, 9, 9
